name,rarity,attunementRequired,cursed,sentient,weight,baseItem,itemType,conditionImmunities,damageImmunities,damageResistances,firearm,range,weapon,weaponBonus,weaponCategory,weaponProperty,damage1,damage1Type,damage2,grantsProficiency,armor,armorClassBonus,armorClassFixed,requiredStrength,stealth,poison,tattoo,savingThrowBonus,spellAttackBonus,spellSaveDCBonus,charges,recharge,attachedSpells
Platinum,none,0,0,0,1.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Platinum (pp),none,0,0,0,2.0e-2,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Platinum 10-Zino Coin,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Platinum 100-Zino Coin,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Platinum bracelet set with a sapphire,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Platinum headdress with topaz sun symbol (Sun Empire),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Platinum ring with yellow sapphire (Sun Empire),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Platinum staff topped with amber (Sun Empire),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Playing Card Set,none,0,0,0,0.0,,GS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Poison Absorbing Tattoo,very rare,1,0,0,0.0,,,,,poison,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Poisoner's Kit,none,0,0,0,2.0,,T,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pole (10-foot),none,0,0,0,7.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pole of Angling,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pole of Collapsing,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pony,none,0,0,0,0.0,,MNT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Portable Hole,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Portable Ram,none,0,0,0,35.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Portfolio Keeper,varies,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"sending,charm person"
Pot of Awakening,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Acid Resistance,uncommon,0,0,0,0.0,,P,,,acid,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Animal Friendship,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,animal friendship
Potion of Aqueous Form,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Clairvoyance,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,clairvoyance
Potion of Climbing,common,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Cloud Giant Strength,very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Cold Resistance,uncommon,0,0,0,0.0,,P,,,cold,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Comprehension,common,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Diminution,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,enlarge/reduce
Potion of Fire Breath,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Fire Giant Strength,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Fire Resistance,uncommon,0,0,0,0.0,,P,,,fire,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Flying,very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Force Resistance,uncommon,0,0,0,0.0,,P,,,force,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Frost Giant Strength,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Gaseous Form,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,gaseous form
Potion of Giant Size,legendary,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Greater Healing,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Growth,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,enlarge/reduce
Potion of Healing,common,0,0,0,0.5,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Heroism,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,bless
Potion of Hill Giant Strength,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Invisibility,very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Invulnerability,rare,0,0,0,0.0,,P,,,"acid,bludgeoning,cold,fire,force,lightning,necrotic,piercing,poison,psychic,radiant,slashing,thunder",0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Lightning Resistance,uncommon,0,0,0,0.0,,P,,,lightning,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Longevity,very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Maximum Power,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Mind Control (beast),rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,dominate beast
Potion of Mind Control (humanoid),rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,dominate person
Potion of Mind Control (monster),very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,dominate monster
Potion of Mind Reading,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,detect thoughts
Potion of Necrotic Resistance,uncommon,0,0,0,0.0,,P,,,necrotic,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Poison,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Poison Resistance,uncommon,0,0,0,0.0,,P,,,poison,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Possibility,very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Psychic Resistance,uncommon,0,0,0,0.0,,P,,,psychic,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Radiant Resistance,uncommon,0,0,0,0.0,,P,,,radiant,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Speed,very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,haste
Potion of Stone Giant Strength,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Storm Giant Strength,legendary,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Superior Healing,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Supreme Healing,very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Thunder Resistance,uncommon,0,0,0,0.0,,P,,,thunder,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Vitality,very rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Watchful Rest,common,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potion of Water Breathing,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Potter's Tools,none,0,0,0,3.0,,AT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pouch,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Powered Armor,legendary,1,0,0,65.0,plate armor|phb,HA,,,,0,,0,0,,,0,,0,0,0,1,18,0,0,0,0,0,0,0,0,,
Pressure Capsule,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pride Silk,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pride Silk Outfit,none,0,0,0,4.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Priest's Pack,none,0,0,0,24.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Professor Orb,rare,0,0,1,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,mage hand
Professor Skant,none,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Propeller Helm,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Prosthetic Limb,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Protective Verses,rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"arcane lock,dispel magic,globe of invulnerability,glyph of warding,mordenkainen's private sanctum,protection from evil and good,symbol"
Psi Crystal,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Psychic Absorbing Tattoo,very rare,1,0,0,0.0,,,,,psychic,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Purple Worm Poison,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,
Pyroconverger,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pyxis of Pandemonium,legendary,0,1,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Quaal's Feather Token, Anchor",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Quaal's Feather Token, Bird",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Quaal's Feather Token, Fan",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Quaal's Feather Token, Swan Boat",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Quaal's Feather Token, Tree",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Quaal's Feather Token, Whip",rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Quartz,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Quiver,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Quiver of Ehlonna,uncommon,0,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Radiance,unknown (magic),1,0,0,0.0,,WD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,1,0,0,,enhance ability
Radiant Absorbing Tattoo,very rare,1,0,0,0.0,,,,,radiant,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Rain Catcher,none,0,0,0,5.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rakdos Guild Signet,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,hellish rebuke
Rakdos Keyrune,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rakdos Riteknife,legendary,1,0,0,1.0,dagger|phb,M,,,,0,20/60,0,1,simple,"F,L,T",1D4,P,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Rations (1 day),none,0,0,0,2.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Red Dragon Mask,legendary,1,0,0,0.0,,,,,fire,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,
Red Dragon Scale Mail,very rare,1,0,0,45.0,,MA,,,fire,0,,0,0,,,0,,0,0,0,1,14,0,1,0,0,1,0,0,0,,
Reincarnation Dust,very rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,reincarnate
Reliquary,none,0,0,0,2.0,,SCF,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Reszur,uncommon,0,0,0,1.0,dagger|phb,M,,,,0,20/60,0,1,simple,"F,L,T",1D4,P,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Reveler's Concertina,rare,1,0,0,0.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,otto's irresistible dance
Rhodochrosite,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Riding Horse,none,0,0,0,0.0,,MNT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Riding Saddle,none,0,0,0,25.0,,TAH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Acid Resistance,rare,1,0,0,0.0,,RG,,,acid,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Air Elemental Command,legendary,1,0,0,0.0,,RG,,,lightning,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,5,dawn,"dominate monster,chain lightning,gust of wind,wind wall"
Ring of Animal Influence,rare,0,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"animal friendship,fear,speak with animals"
Ring of Cold Resistance,rare,1,0,0,0.0,,RG,,,cold,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Djinni Summoning,legendary,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Earth Elemental Command,legendary,1,0,0,0.0,,RG,,,acid,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,5,dawn,"dominate monster,stone shape,stoneskin,wall of stone"
Ring of Evasion,rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Ring of Feather Falling,rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Fire Elemental Command,legendary,1,0,0,0.0,,RG,,fire,fire,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,5,dawn,"dominate monster,burning hands,fireball,wall of fire"
Ring of Fire Resistance,rare,1,0,0,0.0,,RG,,,fire,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Force Resistance,rare,1,0,0,0.0,,RG,,,force,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Free Action,rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Invisibility,legendary,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Jumping,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,jump
Ring of Lightning Resistance,rare,1,0,0,0.0,,RG,,,lightning,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Mind Shielding,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Necrotic Resistance,rare,1,0,0,0.0,,RG,,,necrotic,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Obscuring,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,fog cloud
Ring of Poison Resistance,rare,1,0,0,0.0,,RG,,,poison,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Protection,rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,1,,0,0,0,0,1,0,0,0,,
Ring of Psychic Resistance,rare,1,0,0,0.0,,RG,,,psychic,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Radiant Resistance,rare,1,0,0,0.0,,RG,,,radiant,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Regeneration,very rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Shooting Stars,very rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,6,dawn,"dancing lights,faerie fire,light"
Ring of Spell Storing,rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Spell Turning,legendary,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Swimming,uncommon,0,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Telekinesis,very rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,telekinesis
Ring of Temporal Salvation,rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of the Ram,rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Ring of Three Wishes,legendary,0,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,wish
Ring of Thunder Resistance,rare,1,0,0,0.0,,RG,,,thunder,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Truth Telling,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Warmth,uncommon,1,0,0,0.0,,RG,,,cold,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Water Elemental Command,legendary,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,5,dawn,"dominate monster,create or destroy water,control water,ice storm,wall of ice"
Ring of Water Walking,uncommon,0,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ring of Winter,artifact,1,0,1,1.0,,RG,,cold,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,12,dawn,"cone of cold,ice storm,Otiluke's freezing sphere,sleet storm,wall of ice,Bigby's hand,flesh to stone,spike growth"
Ring of X-ray Vision,rare,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rings of Shared Suffering,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Robe of Eyes,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Robe of Scintillating Colors,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Robe of Serpents,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Robe of Stars,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,1,0,0,0,,magic missile
Robe of Summer,rare,1,0,0,1.0,,,,,cold,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Robe of the Archmagi,legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,2,2,0,,
Robe of Useful Items,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Robes,none,0,0,0,4.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rod of Absorption,very rare,1,0,0,2.0,,RD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rod of Alertness,very rare,1,0,0,2.0,,RD,,,,0,,0,0,,,0,,0,0,0,1,,0,0,0,0,1,0,0,0,,"detect evil and good,detect magic,detect poison and disease,see invisibility"
Rod of Lordly Might,legendary,1,0,0,2.0,,RD,,,,0,,0,3,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rod of Resurrection,legendary,1,0,0,2.0,,RD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,5,dawn,"heal,resurrection"
Rod of Retribution,uncommon,1,0,0,2.0,,RD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Rod of Rulership,rare,1,0,0,2.0,,RD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rod of Security,very rare,0,0,0,2.0,,RD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rod of the Vonindod,rare,1,0,0,2.0,,RD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,10,dawn,locate object
Rope of Climbing,uncommon,0,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rope of Entanglement,rare,0,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rope of Mending,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Rotor of Return,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,1,0,0,0,,
Rowboat,none,0,0,0,100.0,,SHP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ruby,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ruby of the War Mage,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ruin's Wake,artifact,1,0,1,3.0,spear|PHB,M,,,,0,20/60,1,1,simple,"T,V",1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Ruinblade,legendary,1,1,1,6.0,greatsword|phb,M,,,,0,,0,2,martial,"H,2H",2D6,S,2D6,0,0,0,,0,0,0,0,0,0,0,0,,"blight,disintegrate"
Ruinstone,artifact,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Ryath Root,unknown,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Sack,none,0,0,0,0.5,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Saddle of the Cavalier,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Saddlebags,none,0,0,0,8.0,,TAH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Saffron,none,0,0,0,1.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Sailing Ship,none,0,0,0,0.0,,SHP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Saint Markovia's Thighbone,rare,1,0,0,4.0,,M,,,,0,,0,0,,,1D6,B,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Salt,none,0,0,0,1.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Sardonyx,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Scarab of Protection,legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,12,,
Scholar's Pack,none,0,0,0,10.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Scimitar of Speed,very rare,1,0,0,3.0,scimitar|phb,M,,,,0,,0,2,martial,"F,L",1D6,S,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Scorpion Armor,rare,1,1,0,65.0,,HA,,,,0,,0,0,,,0,,0,0,0,0,18,15,0,0,0,0,0,0,0,,
Scribe's Pen,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Scroll of Protection from Aberrations,rare,0,0,0,0.0,,SC,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Scroll of Protection from Beasts,rare,0,0,0,0.0,,SC,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Scroll of Protection from Celestials,rare,0,0,0,0.0,,SC,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
